Date,Issue,Code,Sector,Component Weight (TOPIX),New Index Series Code
20250331,"KYOKUYO CO.,LTD.",1301,"Fishery,Agriculture & Forestry",0.0064%,TOPIX Small 2
20250331,"Nissui Corporation",1332,"Fishery,Agriculture & Forestry",0.0334%,TOPIX Mid400
20250331,"Maruha Nichiro Corporation",1333,"Fishery,Agriculture & Forestry",0.0179%,TOPIX Mid400
20250331,"YUKIGUNI MAITAKE CO.,LTD.",1375,"Fishery,Agriculture & Forestry",0.0036%,TOPIX Small 2
20250331,"KANEKO SEEDS CO.,LTD.",1376,"Fishery,Agriculture & Forestry",0.0015%,TOPIX Small 2
20250331,"SAKATA SEED CORPORATION",1377,"Fishery,Agriculture & Forestry",0.0155%,TOPIX Small 1
20250331,"HOKUTO CORPORATION",1379,"Fishery,Agriculture & Forestry",0.0061%,TOPIX Small 2
20250331,"SHO-BOND Holdings Co.,Ltd.",1414,"Construction",0.0232%,TOPIX Mid400
20250331,"MIRAIT ONE Corporation",1417,"Construction",0.0255%,TOPIX Mid400
20250331,"Tama Home Co.,Ltd.",1419,"Construction",0.0084%,TOPIX Small 1
20250331,"robot home Inc.",1435,"Real Estate",0.0013%,TOPIX Small 2
20250331,"Sumiseki Holdings,Inc.",1514,"Mining",0.0034%,TOPIX Small 1
20250331,"Nittetsu Mining Co.,Ltd.",1515,"Mining",0.0098%,TOPIX Small 1
20250331,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",1518,"Other Products",0.0072%,TOPIX Small 1
20250331,"INPEX CORPORATION",1605,"Mining",0.2303%,TOPIX Mid400
20250331,"Japan Petroleum Exploration Co.,Ltd.",1662,"Mining",0.0236%,TOPIX Small 1
20250331,"K&O Energy Group Inc.",1663,"Mining",0.0050%,TOPIX Small 1
20250331,"Ryoyo Ryosan Holdings,Inc.",167A,"Wholesale Trade",0.0104%,TOPIX Small 1
20250331,"DAI-ICHI CUTTER KOGYO K.K.",1716,"Construction",0.0013%,TOPIX Small 2
20250331,"HAZAMA ANDO CORPORATION",1719,"Construction",0.0293%,TOPIX Small 1
20250331,"TOKYU CONSTRUCTION CO., LTD.",1720,"Construction",0.0092%,TOPIX Small 1
20250331,"COMSYS Holdings Corporation",1721,"Construction",0.0417%,TOPIX Mid400
20250331,"Br.Holdings Corporation",1726,"Construction",0.0018%,TOPIX Small 2
20250331,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",1762,"Construction",0.0076%,TOPIX Small 2
20250331,"TOKEN CORPORATION",1766,"Construction",0.0103%,TOPIX Small 1
20250331,"YAMAURA CORPORATION",1780,"Construction",0.0023%,TOPIX Small 2
20250331,"Oriental Shiraishi Corporation",1786,"Construction",0.0050%,TOPIX Small 2
20250331,"TAISEI CORPORATION",1801,"Construction",0.1555%,TOPIX Mid400
20250331,"OBAYASHI CORPORATION",1802,"Construction",0.1697%,TOPIX Mid400
20250331,"SHIMIZU CORPORATION",1803,"Construction",0.0937%,TOPIX Mid400
20250331,"HASEKO Corporation",1808,"Construction",0.0467%,TOPIX Mid400
20250331,"MATSUI CONSTRUCTION CO.,LTD.",1810,"Construction",0.0022%,TOPIX Small 2
20250331,"KAJIMA CORPORATION",1812,"Construction",0.1751%,TOPIX Mid400
20250331,"Fudo Tetra Corporation",1813,"Construction",0.0036%,TOPIX Small 2
20250331,"TEKKEN CORPORATION",1815,"Construction",0.0042%,TOPIX Small 2
20250331,"Nishimatsu Construction Co.,Ltd.",1820,"Construction",0.0198%,TOPIX Mid400
20250331,"Sumitomo Mitsui Construction Co., Ltd.",1821,"Construction",0.0087%,TOPIX Small 1
20250331,"DAIHO CORPORATION",1822,"Construction",0.0025%,TOPIX Small 2
20250331,"OKUMURA CORPORATION",1833,"Construction",0.0195%,TOPIX Small 1
20250331,"TOTETSU KOGYO CO.,LTD.",1835,"Construction",0.0087%,TOPIX Small 1
20250331,"ASANUMA CORPORATION",1852,"Construction",0.0072%,TOPIX Small 1
20250331,"TODA CORPORATION",1860,"Construction",0.0281%,TOPIX Mid400
20250331,"Kumagai Gumi Co.,Ltd.",1861,"Construction",0.0172%,TOPIX Small 1
20250331,"YAHAGI CONSTRUCTION CO.,LTD.",1870,"Construction",0.0045%,TOPIX Small 2
20250331,"PS Construction Co.,Ltd.",1871,"Construction",0.0028%,TOPIX Small 2
20250331,"NIHON HOUSE HOLDINGS CO.,LTD.",1873,"Construction",0.0019%,TOPIX Small 2
20250331,"DAITO TRUST CONSTRUCTION CO.,LTD.",1878,"Real Estate",0.1356%,TOPIX Mid400
20250331,"SHINNIHON CORPORATION",1879,"Construction",0.0057%,TOPIX Small 2
20250331,"TOA ROAD CORPORATION",1882,"Construction",0.0064%,TOPIX Small 2
20250331,"THE NIPPON ROAD CO.,LTD.",1884,"Construction",0.0049%,TOPIX Small 1
20250331,"TOA CORPORATION",1885,"Construction",0.0101%,TOPIX Small 1
20250331,"JDC CORPORATION",1887,"Construction",0.0040%,TOPIX Small 2
20250331,"WAKACHIKU CONSTRUCTION CO.,LTD.",1888,"Construction",0.0029%,TOPIX Small 2
20250331,"TOYO CONSTRUCTION CO.,LTD.",1890,"Construction",0.0098%,TOPIX Small 1
20250331,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",1893,"Construction",0.0241%,TOPIX Mid400
20250331,"SEIKITOKYU KOGYO CO.,LTD.",1898,"Construction",0.0056%,TOPIX Small 1
20250331,"FUKUDA CORPORATION",1899,"Construction",0.0051%,TOPIX Small 2
20250331,"Sumitomo Forestry Co.,Ltd.",1911,"Construction",0.1010%,TOPIX Mid400
20250331,"DAIWA HOUSE INDUSTRY CO.,LTD.",1925,"Construction",0.3860%,TOPIX Large70
20250331,"RAITO KOGYO CO.,LTD.",1926,"Construction",0.0122%,TOPIX Small 1
20250331,"Sekisui House,Ltd.",1928,"Construction",0.2625%,TOPIX Large70
20250331,"NITTOC CONSTRUCTION CO.,LTD.",1929,"Construction",0.0025%,TOPIX Small 2
20250331,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",1930,"Construction",0.0022%,TOPIX Small 2
20250331,"YURTEC CORPORATION",1934,"Construction",0.0081%,TOPIX Small 2
20250331,"NIPPON RIETEC CO.,LTD.",1938,"Construction",0.0030%,TOPIX Small 2
20250331,"YONDENKO CORPORATION",1939,"Construction",0.0042%,TOPIX Small 2
20250331,"CHUDENKO CORPORATION",1941,"Construction",0.0132%,TOPIX Small 1
20250331,"KANDENKO CO.,LTD.",1942,"Construction",0.0380%,TOPIX Mid400
20250331,"KINDEN CORPORATION",1944,"Construction",0.0596%,TOPIX Mid400
20250331,"TOKYO ENERGY & SYSTEMS INC.",1945,"Construction",0.0030%,TOPIX Small 2
20250331,"TOENEC CORPORATION",1946,"Construction",0.0042%,TOPIX Small 2
20250331,"SUMITOMO DENSETSU CO.,LTD.",1949,"Construction",0.0102%,TOPIX Small 1
20250331,"NIPPON DENSETSU KOGYO CO.,LTD.",1950,"Construction",0.0102%,TOPIX Small 2
20250331,"EXEO Group,Inc.",1951,"Construction",0.0450%,TOPIX Mid400
20250331,"Shin Nippon Air Technologies Co.,Ltd.",1952,"Construction",0.0059%,TOPIX Small 2
20250331,"KYUDENKO CORPORATION",1959,"Construction",0.0269%,TOPIX Mid400
20250331,"SANKI ENGINEERING CO.,LTD.",1961,"Construction",0.0182%,TOPIX Small 1
20250331,"JGC HOLDINGS CORPORATION",1963,"Construction",0.0302%,TOPIX Mid400
20250331,"Chugai Ro Co.,Ltd.",1964,"Construction",0.0031%,TOPIX Small 2
20250331,"TAIHEI DENGYO KAISHA,LTD.",1968,"Construction",0.0081%,TOPIX Small 2
20250331,"Takasago Thermal Engineering Co.,Ltd.",1969,"Construction",0.0347%,TOPIX Mid400
20250331,"ASAHI KOGYOSHA CO.,LTD.",1975,"Construction",0.0047%,TOPIX Small 2
20250331,"MEISEI INDUSTRIAL Co.,Ltd.",1976,"Construction",0.0056%,TOPIX Small 2
20250331,"Taikisha Ltd.",1979,"Construction",0.0152%,TOPIX Small 1
20250331,"DAI-DAN CO.,LTD.",1980,"Construction",0.0126%,TOPIX Small 1
20250331,"Hibiya Engineering,Ltd.",1982,"Construction",0.0066%,TOPIX Small 2
20250331,"NIPPN CORPORATION",2001,"Foods",0.0186%,TOPIX Small 1
20250331,"NISSHIN SEIFUN GROUP INC.",2002,"Foods",0.0447%,TOPIX Mid400
20250331,"NITTO FUJI FLOUR MILLING CO.,LTD.",2003,"Foods",0.0031%,TOPIX Small 2
20250331,"Showa Sangyo Co.,Ltd.",2004,"Foods",0.0062%,TOPIX Small 2
20250331,"CHUBU SHIRYO CO.,LTD.",2053,"Foods",0.0048%,TOPIX Small 2
20250331,"FEED ONE CO.,LTD.",2060,"Foods",0.0033%,TOPIX Small 2
20250331,"Nippon Beet Sugar Manufacturing Co.,Ltd.",2108,"Foods",0.0031%,TOPIX Small 2
20250331,"Mitsui DM Sugar Holdings Co.,Ltd.",2109,"Foods",0.0087%,TOPIX Small 2
20250331,"WELLNEO SUGAR Co.,Ltd.",2117,"Foods",0.0034%,TOPIX Small 2
20250331,"LIFULL Co.,Ltd.",2120,"Services",0.0010%,TOPIX Small 2
20250331,"MIXI,Inc.",2121,"Services",0.0168%,TOPIX Small 1
20250331,"JAC Recruitment Co.,Ltd.",2124,"Services",0.0079%,TOPIX Small 1
20250331,"Nihon M&A Center Holdings Inc.",2127,"Services",0.0231%,TOPIX Mid400
20250331,"Members Co.,Ltd.",2130,"Services",0.0012%,TOPIX Small 2
20250331,"UT Group Co.,Ltd.",2146,"Services",0.0072%,TOPIX Small 1
20250331,"ITmedia Inc.",2148,"Services",0.0022%,TOPIX Small 2
20250331,"CareNet,Inc.",2150,"Services",0.0038%,TOPIX Small 2
20250331,"E・J Holdings Inc.",2153,"Services",0.0026%,TOPIX Small 2
20250331,"Open Up Group Inc.",2154,"Services",0.0171%,TOPIX Small 1
20250331,"KOSHIDAKA HOLDINGS Co.,LTD.",2157,"Services",0.0087%,TOPIX Small 1
20250331,"Pasona Group Inc.",2168,"Services",0.0071%,TOPIX Small 1
20250331,"Link and Motivation Inc.",2170,"Services",0.0034%,TOPIX Small 1
20250331,"SMS CO.,LTD.",2175,"Services",0.0117%,TOPIX Mid400
20250331,"PERSOL HOLDINGS CO.,LTD.",2181,"Services",0.0614%,TOPIX Mid400
20250331,"Cookpad Inc.",2193,"Services",0.0013%,TOPIX Small 2
20250331,"Morinaga & Co.,Ltd.",2201,"Foods",0.0273%,TOPIX Mid400
20250331,"NAKAMURAYA CO.,LTD.",2204,"Foods",0.0020%,TOPIX Small 2
20250331,"Ezaki Glico Co.,Ltd.",2206,"Foods",0.0344%,TOPIX Mid400
20250331,"Meito Sangyo Co.,Ltd.",2207,"Foods",0.0023%,TOPIX Small 2
20250331,"IMURAYA GROUP CO.,LTD.",2209,"Foods",0.0034%,TOPIX Small 2
20250331,"Fujiya Co.,Ltd.",2211,"Foods",0.0043%,TOPIX Small 2
20250331,"YAMAZAKI BAKING CO.,LTD.",2212,"Foods",0.0501%,TOPIX Mid400
20250331,"Morozoff Limited",2217,"Foods",0.0043%,TOPIX Small 2
20250331,"KAMEDA SEIKA CO.,LTD.",2220,"Foods",0.0065%,TOPIX Small 1
20250331,"Kotobuki Spirits Co.,Ltd.",2222,"Foods",0.0374%,TOPIX Mid400
20250331,"CALBEE,Inc.",2229,"Foods",0.0333%,TOPIX Mid400
20250331,"MORINAGA MILK INDUSTRY CO.,LTD.",2264,"Foods",0.0301%,TOPIX Mid400
20250331,"ROKKO BUTTER CO.,LTD.",2266,"Foods",0.0023%,TOPIX Small 2
20250331,"YAKULT HONSHA CO.,LTD.",2267,"Foods",0.1061%,TOPIX Mid400
20250331,"Meiji Holdings Co.,Ltd.",2269,"Foods",0.1087%,TOPIX Mid400
20250331,"MEGMILK SNOW BRAND Co.,Ltd.",2270,"Foods",0.0179%,TOPIX Small 1
20250331,"Prima Meat Packers,Ltd.",2281,"Foods",0.0078%,TOPIX Small 1
20250331,"NH Foods Ltd.",2282,"Foods",0.0540%,TOPIX Mid400
20250331,"MARUDAI FOOD CO.,LTD.",2288,"Foods",0.0045%,TOPIX Small 2
20250331,"S Foods Inc.",2292,"Foods",0.0071%,TOPIX Small 1
20250331,"Kakiyasu Honten Co.,Ltd.",2294,"Foods",0.0034%,TOPIX Small 2
20250331,"ITOHAM YONEKYU HOLDINGS INC.",2296,"Foods",0.0166%,TOPIX Small 1
20250331,"GAKUJO CO.,Ltd.",2301,"Services",0.0025%,TOPIX Small 2
20250331,"STUDIO ALICE Co.,Ltd.",2305,"Services",0.0028%,TOPIX Small 2
20250331,"CROSS CAT CO.,LTD.",2307,"Information & Communication",0.0016%,TOPIX Small 2
20250331,"Systena Corporation",2317,"Information & Communication",0.0137%,TOPIX Small 1
20250331,"NJS Co.,Ltd.",2325,"Services",0.0029%,TOPIX Small 2
20250331,"Digital Arts Inc.",2326,"Information & Communication",0.0112%,TOPIX Small 1
20250331,"NS Solutions Corporation",2327,"Information & Communication",0.0347%,TOPIX Mid400
20250331,"SOHGO SECURITY SERVICES CO.,LTD.",2331,"Services",0.0509%,TOPIX Mid400
20250331,"CUBE SYSTEM INC.",2335,"Information & Communication",0.0014%,TOPIX Small 2
20250331,"Ichigo Inc.",2337,"Real Estate",0.0085%,TOPIX Small 1
20250331,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",2353,"Real Estate",0.0074%,TOPIX Small 1
20250331,"CORE CORPORATION",2359,"Information & Communication",0.0021%,TOPIX Small 2
20250331,"Kakaku.com,Inc.",2371,"Services",0.0418%,TOPIX Mid400
20250331,"I'rom Group Co.,Ltd.",2372,"Services",0.0010%,TOPIX Small 2
20250331,"SAINT-CARE HOLDING CORPORATION",2374,"Services",0.0013%,TOPIX Small 2
20250331,"RENAISSANCE,INCORPORATED",2378,"Services",0.0022%,TOPIX Small 2
20250331,"dip Corporation",2379,"Services",0.0106%,TOPIX Small 1
20250331,"SBS Holdings,Inc.",2384,"Land Transportation",0.0067%,TOPIX Small 1
20250331,"DIGITAL HOLDINGS,INC.",2389,"Services",0.0020%,TOPIX Small 2
20250331,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",2395,"Services",0.0041%,TOPIX Small 2
20250331,"M3,Inc.",2413,"Services",0.0913%,TOPIX Mid400
20250331,"WORLD HOLDINGS CO.,LTD.",2429,"Services",0.0022%,TOPIX Small 2
20250331,"DeNA Co.,Ltd.",2432,"Services",0.0381%,TOPIX Mid400
20250331,"HAKUHODO DY HOLDINGS INCORPORATED",2433,"Services",0.0333%,TOPIX Mid400
20250331,"Gurunavi,Inc.",2440,"Services",0.0015%,TOPIX Small 2
20250331,"Takamiya Co.,Ltd.",2445,"Services",0.0014%,TOPIX Small 2
20250331,"FAN Communications,Inc.",2461,"Services",0.0015%,TOPIX Small 2
20250331,"LIKE,Inc.",2462,"Services",0.0021%,TOPIX Small 2
20250331,"S-Pool,Inc.",2471,"Services",0.0026%,TOPIX Small 2
20250331,"WDB HOLDINGS CO.,LTD.",2475,"Services",0.0026%,TOPIX Small 2
20250331,"Temairazu,Inc.",2477,"Information & Communication",0.0011%,TOPIX Small 2
20250331,"Adways Inc.",2489,"Services",0.0009%,TOPIX Small 2
20250331,"ValueCommerce Co.,Ltd.",2491,"Services",0.0019%,TOPIX Small 2
20250331,"Infomart Corporation",2492,"Services",0.0090%,TOPIX Small 1
20250331,"SAPPORO HOLDINGS LIMITED",2501,"Foods",0.0653%,TOPIX Mid400
20250331,"Asahi Group Holdings,Ltd.",2502,"Foods",0.3735%,TOPIX Large70
20250331,"Kirin Holdings Company,Limited",2503,"Foods",0.2251%,TOPIX Large70
20250331,"Shimadaya Corporation",250A,"Foods",0.0013%,TOPIX Small 2
20250331,"TAKARA HOLDINGS INC.",2531,"Foods",0.0201%,TOPIX Mid400
20250331,"Oenon Holdings,Inc.",2533,"Foods",0.0037%,TOPIX Small 2
20250331,"YOMEISHU SEIZO CO.,LTD.",2540,"Foods",0.0025%,TOPIX Small 2
20250331,"TOBISHIMA HOLDINGS Inc.",256A,"Construction",0.0044%,TOPIX Small 2
20250331,"Coca-Cola Bottlers Japan Holdings Inc.",2579,"Foods",0.0398%,TOPIX Mid400
20250331,"LIFEDRINK COMPANY,INC.",2585,"Foods",0.0086%,TOPIX Small 2
20250331,"Suntory Beverage & Food Limited",2587,"Foods",0.0906%,TOPIX Mid400
20250331,"DyDo GROUP HOLDINGS,INC.",2590,"Foods",0.0084%,TOPIX Small 1
20250331,"ITO EN,LTD.",2593,"Foods",0.0279%,TOPIX Mid400
20250331,"KEY COFFEE INC",2594,"Foods",0.0059%,TOPIX Small 2
20250331,"The Nisshin OilliO Group,Ltd.",2602,"Foods",0.0177%,TOPIX Small 1
20250331,"FUJI OIL HOLDINGS INC.",2607,"Foods",0.0159%,TOPIX Mid400
20250331,"J-OIL MILLS, INC.",2613,"Foods",0.0060%,TOPIX Small 2
20250331,"INTERMESTIC INC.",262A,"Retail Trade",0.0027%,TOPIX Small 2
20250331,"SAN-A CO.,LTD.",2659,"Retail Trade",0.0149%,TOPIX Small 1
20250331,"CAWACHI LIMITED",2664,"Retail Trade",0.0061%,TOPIX Small 1
20250331,"ABC-MART,INC.",2670,"Retail Trade",0.0340%,TOPIX Mid400
20250331,"HARD OFF CORPORATION Co.,Ltd.",2674,"Retail Trade",0.0020%,TOPIX Small 2
20250331,"TAKACHIHO KOHEKI CO.,LTD.",2676,"Wholesale Trade",0.0043%,TOPIX Small 2
20250331,"ASKUL Corporation",2678,"Retail Trade",0.0100%,TOPIX Small 1
20250331,"GEO HOLDINGS CORPORATION",2681,"Retail Trade",0.0057%,TOPIX Small 1
20250331,"Adastria Co.,Ltd.",2685,"Retail Trade",0.0110%,TOPIX Small 1
20250331,"Rigaku Holdings Corporation",268A,"Precision Instruments",0.0126%,TOPIX Small 2
20250331,"ITOCHU-SHOKUHIN Co.,Ltd.",2692,"Wholesale Trade",0.0047%,TOPIX Small 2
20250331,"Kura Sushi,Inc.",2695,"Retail Trade",0.0103%,TOPIX Small 1
20250331,"CAN DO CO.,LTD.",2698,"Retail Trade",0.0034%,TOPIX Small 2
20250331,"PAL GROUP Holdings CO.,LTD",2726,"Retail Trade",0.0195%,TOPIX Small 1
20250331,"EDION Corporation",2730,"Retail Trade",0.0228%,TOPIX Small 1
20250331,"ARATA CORPORATION",2733,"Wholesale Trade",0.0134%,TOPIX Small 1
20250331,"SALA CORPORATION",2734,"Retail Trade",0.0051%,TOPIX Small 2
20250331,"TOMEN DEVICES CORPORATION",2737,"Wholesale Trade",0.0023%,TOPIX Small 2
20250331,"HALOWS CO.,LTD.",2742,"Retail Trade",0.0047%,TOPIX Small 2
20250331,"JP-HOLDINGS,INC.",2749,"Services",0.0047%,TOPIX Small 1
20250331,"FUJIO FOOD GROUP INC.",2752,"Retail Trade",0.0041%,TOPIX Small 1
20250331,"AMIYAKI TEI CO.,LTD.",2753,"Retail Trade",0.0031%,TOPIX Small 2
20250331,"TOKYO ELECTRON DEVICE LIMITED",2760,"Wholesale Trade",0.0083%,TOPIX Small 1
20250331,"TSUBURAYA FIELDS HOLDINGS INC.",2767,"Wholesale Trade",0.0079%,TOPIX Small 1
20250331,"Sojitz Corporation",2768,"Wholesale Trade",0.1021%,TOPIX Mid400
20250331,"Alfresa Holdings Corporation",2784,"Wholesale Trade",0.0550%,TOPIX Mid400
20250331,"DAIKOKUTENBUSSAN CO.,LTD.",2791,"Retail Trade",0.0066%,TOPIX Small 1
20250331,"HONEYS HOLDINGS CO.,LTD.",2792,"Retail Trade",0.0041%,TOPIX Small 2
20250331,"KIKKOMAN CORPORATION",2801,"Foods",0.1242%,TOPIX Mid400
20250331,"Ajinomoto Co.,Inc.",2802,"Foods",0.3565%,TOPIX Large70
20250331,"BULL-DOG SAUCE CO.,LTD.",2804,"Foods",0.0023%,TOPIX Small 2
20250331,"Kewpie Corporation",2809,"Foods",0.0408%,TOPIX Mid400
20250331,"House Foods Group Inc.",2810,"Foods",0.0238%,TOPIX Mid400
20250331,"KAGOME CO.,LTD.",2811,"Foods",0.0327%,TOPIX Mid400
20250331,"ARIAKE JAPAN Co.,Ltd.",2815,"Foods",0.0160%,TOPIX Small 1
20250331,"EBARA Foods Industry,Inc.",2819,"Foods",0.0019%,TOPIX Small 2
20250331,"Kioxia Holdings Corporation",285A,"Electric Appliances",0.0286%,TOPIX Small 2
20250331,"NICHIREI CORPORATION",2871,"Foods",0.0361%,TOPIX Mid400
20250331,"YOKOREI CO.,LTD.",2874,"Wholesale Trade",0.0060%,TOPIX Small 2
20250331,"TOYO SUISAN KAISHA,LTD.",2875,"Foods",0.1060%,TOPIX Mid400
20250331,"EAT&HOLDINGS Co.,Ltd",2882,"Foods",0.0028%,TOPIX Small 2
20250331,"Yoshimura Food Holdings K.K.",2884,"Foods",0.0014%,TOPIX Small 2
20250331,"NISSIN FOODS HOLDINGS CO.,LTD.",2897,"Foods",0.1004%,TOPIX Mid400
20250331,"FUJICCO CO.,LTD.",2908,"Foods",0.0043%,TOPIX Small 2
20250331,"ROCK FIELD CO.,LTD.",2910,"Foods",0.0046%,TOPIX Small 1
20250331,"JAPAN TOBACCO INC.",2914,"Foods",0.6502%,TOPIX Core30
20250331,"KENKO Mayonnaise Co.,Ltd.",2915,"Foods",0.0030%,TOPIX Small 2
20250331,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",2918,"Foods",0.0037%,TOPIX Small 1
20250331,"NATORI CO.,LTD.",2922,"Foods",0.0034%,TOPIX Small 2
20250331,"Pharma Foods International Co.,Ltd.",2929,"Foods",0.0031%,TOPIX Small 2
20250331,"Kitanotatsujin Corporation",2930,"Chemicals",0.0018%,TOPIX Small 2
20250331,"Euglena Co.,Ltd.",2931,"Foods",0.0082%,TOPIX Small 1
20250331,"KIBUN FOODS INC.",2933,"Foods",0.0024%,TOPIX Small 2
20250331,"PICKLES HOLDINGS CO.,LTD.",2935,"Foods",0.0015%,TOPIX Small 2
20250331,"Star Mica Holdings Co.,Ltd.",2975,"Real Estate",0.0025%,TOPIX Small 2
20250331,"SRE Holdings Corporation",2980,"Real Estate",0.0029%,TOPIX Small 1
20250331,"Katakura Industries Co.,Ltd.",3001,"Textiles & Apparels",0.0054%,TOPIX Small 2
20250331,"GUNZE LIMITED",3002,"Textiles & Apparels",0.0099%,TOPIX Small 1
20250331,"Hulic Co.,Ltd.",3003,"Real Estate",0.0872%,TOPIX Mid400
20250331,"Rasa Corporation",3023,"Wholesale Trade",0.0023%,TOPIX Small 2
20250331,"Alpen Co.,Ltd.",3028,"Retail Trade",0.0064%,TOPIX Small 1
20250331,"RACCOON HOLDINGS,Inc.",3031,"Information & Communication",0.0019%,TOPIX Small 2
20250331,"Qol Holdings Co.,Ltd.",3034,"Retail Trade",0.0063%,TOPIX Small 1
20250331,"ALCONIX CORPORATION",3036,"Wholesale Trade",0.0062%,TOPIX Small 1
20250331,"KOBE BUSSAN CO.,LTD.",3038,"Wholesale Trade",0.0762%,TOPIX Mid400
20250331,"SOLITON SYSTEMS K.K.",3040,"Information & Communication",0.0017%,TOPIX Small 2
20250331,"JINS HOLDINGS Inc.",3046,"Retail Trade",0.0148%,TOPIX Small 1
20250331,"BIC CAMERA INC.",3048,"Retail Trade",0.0262%,TOPIX Mid400
20250331,"DCM Holdings Co.,Ltd.",3050,"Retail Trade",0.0201%,TOPIX Small 1
20250331,"PEPPER FOOD SERVICE CO.,LTD.",3053,"Retail Trade",0.0018%,TOPIX Small 2
20250331,"MonotaRO Co.,Ltd.",3064,"Retail Trade",0.1108%,TOPIX Mid400
20250331,"Ai Holdings Corporation",3076,"Wholesale Trade",0.0104%,TOPIX Small 1
20250331,"J.FRONT RETAILING Co.,Ltd.",3086,"Retail Trade",0.0590%,TOPIX Mid400
20250331,"DOUTOR・NICHIRES Holdings Co.,Ltd.",3087,"Retail Trade",0.0120%,TOPIX Small 1
20250331,"MatsukiyoCocokara & Co.",3088,"Retail Trade",0.1153%,TOPIX Mid400
20250331,"BRONCO BILLY Co.,LTD.",3091,"Retail Trade",0.0062%,TOPIX Small 1
20250331,"ZOZO,Inc.",3092,"Retail Trade",0.0893%,TOPIX Mid400
20250331,"Treasure Factory Co.,LTD.",3093,"Retail Trade",0.0036%,TOPIX Small 2
20250331,"The Monogatari Corporation",3097,"Retail Trade",0.0184%,TOPIX Small 1
20250331,"Isetan Mitsukoshi Holdings Ltd.",3099,"Retail Trade",0.0894%,TOPIX Mid400
20250331,"TOYOBO CO.,LTD.",3101,"Textiles & Apparels",0.0108%,TOPIX Small 1
20250331,"UNITIKA LTD.",3103,"Textiles & Apparels",0.0014%,TOPIX Small 2
20250331,"Fujibo Holdings,Inc.",3104,"Textiles & Apparels",0.0050%,TOPIX Small 2
20250331,"Nisshinbo Holdings Inc.",3105,"Electric Appliances",0.0183%,TOPIX Mid400
20250331,"KURABO INDUSTRIES LTD.",3106,"Textiles & Apparels",0.0106%,TOPIX Small 2
20250331,"Daiwabo Holdings Co.,Ltd.",3107,"Wholesale Trade",0.0313%,TOPIX Mid400
20250331,"SHIKIBO LTD.",3109,"Textiles & Apparels",0.0019%,TOPIX Small 2
20250331,"NITTO BOSEKI CO.,LTD.",3110,"Glass & Ceramics Products",0.0124%,TOPIX Small 1
20250331,"TOYOTA BOSHOKU CORPORATION",3116,"Transportation Equipment",0.0221%,TOPIX Mid400
20250331,"MACNICA HOLDINGS,INC.",3132,"Wholesale Trade",0.0409%,TOPIX Mid400
20250331,"Hamee Corp.",3134,"Retail Trade",0.0016%,TOPIX Small 2
20250331,"Lacto Japan Co.,Ltd.",3139,"Wholesale Trade",0.0035%,TOPIX Small 2
20250331,"WELCIA HOLDINGS CO.,LTD.",3141,"Retail Trade",0.0314%,TOPIX Mid400
20250331,"CREATE SD HOLDINGS CO.,LTD.",3148,"Retail Trade",0.0115%,TOPIX Small 1
20250331,"gremz,Inc.",3150,"Electric Power & Gas",0.0028%,TOPIX Small 2
20250331,"VITAL KSK HOLDINGS,INC.",3151,"Wholesale Trade",0.0048%,TOPIX Small 2
20250331,"Yashima Denki Co.,Ltd.",3153,"Wholesale Trade",0.0037%,TOPIX Small 2
20250331,"MEDIUS HOLDINGS Co.,Ltd.",3154,"Wholesale Trade",0.0017%,TOPIX Small 2
20250331,"Restar Corporation",3156,"Wholesale Trade",0.0054%,TOPIX Small 2
20250331,"TOKAI Holdings Corporation",3167,"Wholesale Trade",0.0149%,TOPIX Small 1
20250331,"Sanyo Trading Co.,Ltd.",3176,"Wholesale Trade",0.0042%,TOPIX Small 2
20250331,"Syuppin Co.,Ltd.",3179,"Retail Trade",0.0031%,TOPIX Small 2
20250331,"BEAUTY GARAGE Inc.",3180,"Wholesale Trade",0.0012%,TOPIX Small 2
20250331,"Oisix ra daichi Inc.",3182,"Retail Trade",0.0060%,TOPIX Small 1
20250331,"WIN-Partners Co.,Ltd.",3183,"Wholesale Trade",0.0027%,TOPIX Small 2
20250331,"NEXTAGE Co.,Ltd.",3186,"Retail Trade",0.0097%,TOPIX Small 1
20250331,"JOYFUL HONDA CO.,LTD.",3191,"Retail Trade",0.0155%,TOPIX Small 1
20250331,"Eternal Hospitality Group Co.,Ltd.",3193,"Retail Trade",0.0027%,TOPIX Small 2
20250331,"HOTLAND Co.,Ltd.",3196,"Retail Trade",0.0047%,TOPIX Small 2
20250331,"SKYLARK HOLDINGS CO.,LTD.",3197,"Retail Trade",0.1146%,TOPIX Mid400
20250331,"SFP Holdings Co.,Ltd.",3198,"Retail Trade",0.0032%,TOPIX Small 2
20250331,"Watahan & Co.,Ltd.",3199,"Retail Trade",0.0035%,TOPIX Small 2
